Tournament,Date,Team_1,Team_2,Score_1,Score_2,Division
Toms Tourney,2023-05-05,Gentle open,Frizstyle,15,13,Open
Toms Tourney,2023-05-05,Denmark open,Wall City,11,13,Open
Toms Tourney,2023-05-05,Alba,GB U24 open,13,9,Open
Toms Tourney,2023-05-05,Iznogood,Cotarica Grandes,13,11,Open
Toms Tourney,2023-05-05,France Women,Austrian Women,13,10,Women
Toms Tourney,2023-05-05,Shout,DESKEAGH,15,10,Women
Toms Tourney,2023-05-05,Belgian Women,GB Women,9,12,Women
Toms Tourney,2023-05-05,Czech Women,JinX,9,10,Women
Toms Tourney,2023-05-05,LMU,Spain Women,15,9,Women
Toms Tourney,2023-05-05,Germany U24,GB U24 Women,15,6,Women
Toms Tourney,2023-05-05,German masters,Panthers Wroclaw - Women,11,15,Women
Toms Tourney,2023-05-05,Crazy Dogs,NL Women,4,15,Women
Toms Tourney,2023-05-05,Freespeed,BORA,15,13,Open
Toms Tourney,2023-05-05,Ireland open,GB masters,13,10,Open
Toms Tourney,2023-05-05,Red Bulls,Frizzly Bears,12,15,Open
Toms Tourney,2023-05-05,Panthers Bern,Ka-Pow!,15,10,Open
Toms Tourney,2023-05-05,DESKEAGH,Czech Women,4,15,Women
Toms Tourney,2023-05-05,Shout,JinX,14,10,Women
Toms Tourney,2023-05-05,France Women,GB Women,8,12,Women
Toms Tourney,2023-05-05,Austrian Women,Belgian Women,8,12,Women
Toms Tourney,2023-05-05,LMU,Panthers Wroclaw - Women,12,10,Women
Toms Tourney,2023-05-05,Germany U24,NL Women,13,15,Women
Toms Tourney,2023-05-05,Spain Women,German masters,15,7,Women
Toms Tourney,2023-05-05,GB U24 Women,Crazy Dogs,15,4,Women
Toms Tourney,2023-05-05,GB open,Mooncatchers,12,13,Open
Toms Tourney,2023-05-05,Frizstyle,Cotarica Grandes,12,13,Open
Toms Tourney,2023-05-05,Denmark open,GB U24 open,10,14,Open
Toms Tourney,2023-05-05,Freespeed,Panthers Bern,10,12,Open
Toms Tourney,2023-05-05,Ireland open,Frizzly Bears,12,15,Open
Toms Tourney,2023-05-05,BORA,Ka-Pow!,15,10,Open
Toms Tourney,2023-05-05,GB masters,Red Bulls,11,15,Open
Toms Tourney,2023-05-05,Netherlands open,Tchac,10,15,Open
Toms Tourney,2023-05-05,Spain open,JetSet Ultimate Open,15,9,Open
Toms Tourney,2023-05-05,BFD La Fotta,BEL U24,14,13,Open
Toms Tourney,2023-05-05,Austrian Women,DESKEAGH,13,12,Women
Toms Tourney,2023-05-05,Gentle open,Iznogood,12,15,Open
Toms Tourney,2023-05-05,Wall City,Alba,14,10,Open
Toms Tourney,2023-05-05,France Women,JinX,11,12,Women
Toms Tourney,2023-05-05,Panthers Bern,Frizzly Bears,13,15,Open
Toms Tourney,2023-05-05,Freespeed,Ireland open,9,14,Open
Toms Tourney,2023-05-05,BORA,Red Bulls,13,15,Open
Toms Tourney,2023-05-05,Ka-Pow!,GB masters,12,14,Open
Toms Tourney,2023-05-05,BEL U24,GB open,6,15,Open
Toms Tourney,2023-05-05,Spain open,Tchac,10,14,Open
Toms Tourney,2023-05-05,JetSet Ultimate Open,Netherlands open,11,14,Open
Toms Tourney,2023-05-05,Iznogood,Wall City,10,12,Open
Toms Tourney,2023-05-05,Gentle open,Alba,9,15,Open
Toms Tourney,2023-05-05,Cotarica Grandes,GB U24 open,10,13,Open
Toms Tourney,2023-05-05,Frizstyle,Denmark open,13,12,Open
Toms Tourney,2023-05-05,GB Women,Shout,15,12,Women
Toms Tourney,2023-05-05,BFD La Fotta,Mooncatchers,10,14,Open
DFV-Pokal Open,2023-05-21,Heidees,Ars Ludendi,15,6,Open
DFV-Pokal Open,2023-05-21,M.U.C.,7 Schwaben,15,7,Open
DFV-Pokal Open,2023-05-21,Family Ultimate,Disckick,15,11,Open
DFV-Pokal Open,2023-05-21,Wall City,Hardfisch,15,7,Open
DFV-Pokal Open,2023-05-21,Bad Skid,Frizzly Bears,15,11,Open
DFV-Pokal Open,2023-05-21,FrankN,Hard2Fisch,15,9,Open
DFV-Pokal Open,2023-05-21,Lahntalknaben,Sturm und Drang,13,14,Open
DFV-Pokal Open,2023-05-21,Heidees,M.U.C.,14,15,Open
DFV-Pokal Open,2023-05-21,Ars Ludendi,Sturm und Drang,15,9,Open
DFV-Pokal Open,2023-05-21,7 Schwaben,Family Ultimate,13,14,Open
DFV-Pokal Open,2023-05-21,Wall City,Bad Skid,12,15,Open
DFV-Pokal Open,2023-05-21,Hardfisch,FrankN,10,15,Open
DFV-Pokal Open,2023-05-21,Frizzly Bears,Hard2Fisch,15,6,Open
DFV-Pokal Open,2023-05-21,Lahntalknaben,Disckick,13,15,Open
DFV-Pokal Open,2023-05-21,Bad Skid,Ars Ludendi,15,7,Open
DFV-Pokal Open,2023-05-21,Heidees,Frizzly Bears,14,15,Open
DFV-Pokal Open,2023-05-21,M.U.C.,FrankN,15,11,Open
DFV-Pokal Open,2023-05-21,Wall City,Family Ultimate,15,4,Open
DFV-Pokal Open,2023-05-21,Ars Ludendi,Heidees,13,15,Open
DFV-Pokal Open,2023-05-21,FrankN,Family Ultimate,15,11,Open
DFV-Pokal Open,2023-05-21,Bad Skid,Frizzly Bears,15,6,Open
DFV-Pokal Open,2023-05-21,M.U.C.,Wall City,15,7,Open
DFV-Pokal Open,2023-05-21,Heidees,FrankN,15,14,Open
DFV-Pokal Open,2023-05-21,Ars Ludendi,Family Ultimate,15,6,Open
DFV-Pokal Open,2023-05-21,Frizzly Bears,Wall City,7,15,Open
DFV-Pokal Open,2023-05-21,Bad Skid,M.U.C.,15,9,Open
DFV-Pokal Open,2023-05-21,Sturm und Drang,Lahntalknaben,15,14,Open
DFV-Pokal Open,2023-05-21,Hardfisch,Disckick,15,4,Open
DFV-Pokal Open,2023-05-21,7 Schwaben,Hard2Fisch,15,10,Open
DFV-Pokal Open,2023-05-21,Sturm und Drang,7 Schwaben,9,15,Open
DFV-Pokal Open,2023-05-21,Hardfisch,Sturm und Drang,15,11,Open
DFV-Pokal Open,2023-05-21,7 Schwaben,Hardfisch,14,15,Open
DFV-Pokal Open,2023-05-21,Lahntalknaben,Hard2Fisch,15,7,Open
DFV-Pokal Open,2023-05-21,Disckick,Lahntalknaben,10,15,Open
DFV-Pokal Open,2023-05-21,Hard2Fisch,Disckick,15,11,Open
EUCR Istanbul,2023-06-11,Iron Force Armenia,Zoom Ultimate,0,1,Mixed
EUCR Istanbul,2023-06-11,Seahawks Ultimate,Transylvania Ultimate,10,9,Mixed
EUCR Istanbul,2023-06-11,Zoom Ultimate,Transylvania Ultimate,13,6,Mixed
EUCR Istanbul,2023-06-11,Iron Force Armenia,Seahawks Ultimate,0,1,Mixed
EUCR Istanbul,2023-06-11,Zoom Ultimate,Seahawks Ultimate,11,8,Mixed
EUCR Istanbul,2023-06-11,Transylvania Ultimate,Iron Force Armenia,1,0,Mixed
EUCR Istanbul,2023-06-11,Fireball Ultimate,OldSchool,9,7,Mixed
EUCR Istanbul,2023-06-11,Shopski Otryad,Steamhuck,12,11,Mixed
EUCR Istanbul,2023-06-11,Fireball Ultimate,Shopski Otryad,9,4,Mixed
EUCR Istanbul,2023-06-11,Steamhuck,OldSchool,11,8,Mixed
EUCR Istanbul,2023-06-11,Steamhuck,Fireball Ultimate,8,6,Mixed
EUCR Istanbul,2023-06-11,OldSchool,Shopski Otryad,11,7,Mixed
EUCR Istanbul,2023-06-11,Seahawks Ultimate,OldSchool,11,12,Mixed
EUCR Istanbul,2023-06-11,Transylvania Ultimate,Fireball Ultimate,7,8,Mixed
EUCR Istanbul,2023-06-11,Zoom Ultimate,Fireball Ultimate,11,8,Mixed
EUCR Istanbul,2023-06-11,Steamhuck,OldSchool,10,11,Mixed
EUCR Istanbul,2023-06-11,Fireball Ultimate,Steamhuck,10,9,Mixed
EUCR Istanbul,2023-06-11,Zoom Ultimate,OldSchool,10,9,Mixed
EUCR Istanbul,2023-06-11,Seahawks Ultimate,Transylvania Ultimate,7,11,Mixed
EUCR Istanbul,2023-06-11,Transylvania Ultimate,Shopski Otryad,8,15,Mixed
EUCR Istanbul,2023-06-11,Shopski Otryad,Seahawks Ultimate,15,5,Mixed
EUCQ Timisoara,2023-06-18,Outsiterz,Azvarlirea,15,0,Open
EUCQ Timisoara,2023-06-18,Triglav,DEAC FreeBees,14,12,Open
EUCQ Timisoara,2023-06-18,DEAC FreeBees,Outsiterz,3,15,Open
EUCQ Timisoara,2023-06-18,Azvarlirea,Triglav,0,15,Open
EUCQ Timisoara,2023-06-18,Outsiterz,Triglav,11,15,Open
EUCQ Timisoara,2023-06-18,DEAC FreeBees,Azvarlirea,15,3,Open
EUCQ Timisoara,2023-06-18,Triglav,Azvarlirea,15,2,Open
EUCQ Timisoara,2023-06-18,Outsiterz,DEAC FreeBees,15,6,Open
EUCQ Timisoara,2023-06-18,Triglav,Outsiterz,12,15,Open
EUCQ Timisoara,2023-06-18,Azvarlirea,DEAC FreeBees,1,15,Open
Elite Invite,2023-05-29,box vienna,Shout,9,15,Women
Elite Invite,2023-05-29,3SB - women,Seagulls,6,12,Women
Elite Invite,2023-05-29,Shout,Seagulls,15,8,Women
Elite Invite,2023-05-29,box vienna,3SB - women,15,7,Women
Elite Invite,2023-05-29,Shout,3SB - women,15,9,Women
Elite Invite,2023-05-29,Seagulls,box vienna,15,9,Women
Elite Invite,2023-05-29,JinX,Yaka,12,11,Women
Elite Invite,2023-05-29,FABulous,Bristol Women,4,15,Women
Elite Invite,2023-05-29,Yaka,Bristol Women,15,10,Women
Elite Invite,2023-05-29,JinX,FABulous,15,6,Women
Elite Invite,2023-05-29,Yaka,FABulous,15,7,Women
Elite Invite,2023-05-29,Bristol Women,JinX,6,15,Women
Elite Invite,2023-05-29,Shout,FABulous,15,6,Women
Elite Invite,2023-05-29,Yaka,box vienna,15,9,Women
Elite Invite,2023-05-29,Seagulls,Bristol Women,13,7,Women
Elite Invite,2023-05-29,3SB - women,JinX,9,15,Women
Elite Invite,2023-05-29,Shout,Yaka,12,14,Women
Elite Invite,2023-05-29,Seagulls,JinX,8,12,Women
Elite Invite,2023-05-29,FABulous,box vienna,9,13,Women
Elite Invite,2023-05-29,Bristol Women,3SB - women,15,9,Women
Elite Invite,2023-05-29,Shout,Seagulls,15,13,Women
Elite Invite,2023-05-29,box vienna,Bristol Women,12,13,Women
Elite Invite,2023-05-29,FABulous,3SB - women,15,8,Women
Elite Invite,2023-05-29,Yaka,JinX,15,5,Women
Elite Invite,2023-05-29,PUC,Grut,6,15,Mixed
Elite Invite,2023-05-29,Mosquitos,Deep Space,4,15,Mixed
Elite Invite,2023-05-29,Grut,Deep Space,15,8,Mixed
Elite Invite,2023-05-29,PUC,Mosquitos,11,15,Mixed
Elite Invite,2023-05-29,Grut,Mosquitos,11,13,Mixed
Elite Invite,2023-05-29,Deep Space,PUC,15,9,Mixed
Elite Invite,2023-05-29,Smog,Reading,5,15,Mixed
Elite Invite,2023-05-29,Sesquidistus,Disconnection,14,13,Mixed
Elite Invite,2023-05-29,Reading,Disconnection,9,12,Mixed
Elite Invite,2023-05-29,Smog,Sesquidistus,7,15,Mixed
Elite Invite,2023-05-29,Reading,Sesquidistus,15,10,Mixed
Elite Invite,2023-05-29,Disconnection,Smog,15,12,Mixed
Elite Invite,2023-05-29,Grut,Smog,12,9,Mixed
Elite Invite,2023-05-29,Mosquitos,Reading,9,15,Mixed
Elite Invite,2023-05-29,Sesquidistus,Deep Space,10,13,Mixed
Elite Invite,2023-05-29,PUC,Disconnection,5,15,Mixed
Elite Invite,2023-05-29,Grut,Reading,10,15,Mixed
Elite Invite,2023-05-29,Deep Space,Disconnection,13,14,Mixed
Elite Invite,2023-05-29,Smog,Mosquitos,15,12,Mixed
Elite Invite,2023-05-29,Sesquidistus,PUC,15,8,Mixed
Elite Invite,2023-05-29,Grut,Deep Space,13,11,Mixed
Elite Invite,2023-05-29,Smog,Sesquidistus,7,13,Mixed
Elite Invite,2023-05-29,Mosquitos,PUC,12,10,Mixed
Elite Invite,2023-05-29,Reading,Disconnection,14,11,Mixed
Elite Invite,2023-05-29,Chevron Action Flash,Ranelagh,12,13,Open
Elite Invite,2023-05-29,3SB - Open,Heidees,15,10,Open
Elite Invite,2023-05-29,Ranelagh,Heidees,14,15,Open
Elite Invite,2023-05-29,Chevron Action Flash,3SB - Open,14,15,Open
Elite Invite,2023-05-29,Ranelagh,3SB - Open,11,15,Open
Elite Invite,2023-05-29,Heidees,Chevron Action Flash,12,14,Open
Elite Invite,2023-05-29,Mooncatchers,Clapham,15,12,Open
Elite Invite,2023-05-29,Wall City,BFD La Fotta,12,15,Open
Elite Invite,2023-05-29,Clapham,BFD La Fotta,12,11,Open
Elite Invite,2023-05-29,Mooncatchers,Wall City,15,9,Open
Elite Invite,2023-05-29,Clapham,Wall City,14,12,Open
Elite Invite,2023-05-29,BFD La Fotta,Mooncatchers,15,13,Open
Elite Invite,2023-05-29,3SB - Open,Wall City,11,15,Open
Elite Invite,2023-05-29,Ranelagh,Mooncatchers,10,15,Open
Elite Invite,2023-05-29,Chevron Action Flash,Clapham,11,15,Open
Elite Invite,2023-05-29,Heidees,BFD La Fotta,10,15,Open
Elite Invite,2023-05-29,Wall City,Mooncatchers,9,15,Open
Elite Invite,2023-05-29,Clapham,BFD La Fotta,15,11,Open
Elite Invite,2023-05-29,3SB - Open,Ranelagh,15,10,Open
Elite Invite,2023-05-29,Chevron Action Flash,Heidees,15,6,Open
Elite Invite,2023-05-29,Wall City,BFD La Fotta,10,14,Open
Elite Invite,2023-05-29,3SB - Open,Chevron Action Flash,14,11,Open
Elite Invite,2023-05-29,Ranelagh,Heidees,12,10,Open
Elite Invite,2023-05-29,Mooncatchers,Clapham,15,3,Open
G-Spot,2023-05-21,Jetset Simba's,Belgium U20 Mixed,14,6,Mixed
G-Spot,2023-05-21,AUC Mxxxd,ZomBees,4,13,Mixed
G-Spot,2023-05-21,Bremen Ultimate,W.underteam,15,3,Mixed
G-Spot,2023-05-21,Belgium U20 Mixed,W.underteam,11,9,Mixed
G-Spot,2023-05-21,ZomBees,Bremen Ultimate,6,12,Mixed
G-Spot,2023-05-21,Jetset Simba's,AUC Mxxxd,15,4,Mixed
G-Spot,2023-05-21,Jetset Simba's,W.underteam,15,6,Mixed
G-Spot,2023-05-21,AUC Mxxxd,Bremen Ultimate,5,11,Mixed
G-Spot,2023-05-21,Belgium U20 Mixed,ZomBees,7,9,Mixed
G-Spot,2023-05-21,Jetset Simba's,ZomBees,11,5,Mixed
G-Spot,2023-05-21,Belgium U20 Mixed,Bremen Ultimate,4,15,Mixed
G-Spot,2023-05-21,AUC Mxxxd,W.underteam,2,8,Mixed
G-Spot,2023-05-21,Jetset Simba's,Bremen Ultimate,9,10,Mixed
G-Spot,2023-05-21,Belgium U20 Mixed,AUC Mxxxd,10,5,Mixed
G-Spot,2023-05-21,ZomBees,W.underteam,11,8,Mixed
G-Spot,2023-05-21,Fly High,Mainzelrenner,7,12,Mixed
G-Spot,2023-05-21,Seitensprung,Friss die Frisbee,10,8,Mixed
G-Spot,2023-05-21,Force Elektro MXD,Free Spirits,6,4,Mixed
G-Spot,2023-05-21,Fly High,Seitensprung,5,9,Mixed
G-Spot,2023-05-21,Friss die Frisbee,Force Elektro MXD,10,7,Mixed
G-Spot,2023-05-21,Mainzelrenner,Free Spirits,9,7,Mixed
G-Spot,2023-05-21,Fly High,Free Spirits,8,10,Mixed
G-Spot,2023-05-21,Mainzelrenner,Friss die Frisbee,13,8,Mixed
G-Spot,2023-05-21,Seitensprung,Force Elektro MXD,5,11,Mixed
G-Spot,2023-05-21,Mainzelrenner,Force Elektro MXD,9,10,Mixed
G-Spot,2023-05-21,Seitensprung,Free Spirits,10,12,Mixed
G-Spot,2023-05-21,Fly High,Friss die Frisbee,10,12,Mixed
G-Spot,2023-05-21,Fly High,Force Elektro MXD,4,11,Mixed
G-Spot,2023-05-21,Friss die Frisbee,Free Spirits,9,10,Mixed
G-Spot,2023-05-21,Mainzelrenner,Seitensprung,11,7,Mixed
G-Spot,2023-05-21,U24 Germany Mixed,Belgium Mixed National,11,6,Mixed
G-Spot,2023-05-21,Too Many Cooks,Citadel Ultimate Frisbee,15,4,Mixed
G-Spot,2023-05-21,Citadel Ultimate Frisbee,Spinners,4,15,Mixed
G-Spot,2023-05-21,U24 Germany Mixed,Too Many Cooks,7,9,Mixed
G-Spot,2023-05-21,Too Many Cooks,Spinners,10,8,Mixed
G-Spot,2023-05-21,Belgium Mixed National,Citadel Ultimate Frisbee,15,4,Mixed
G-Spot,2023-05-21,U24 Germany Mixed,Citadel Ultimate Frisbee,9,6,Mixed
G-Spot,2023-05-21,Belgium Mixed National,Spinners,9,7,Mixed
G-Spot,2023-05-21,U24 Germany Mixed,Spinners,9,11,Mixed
G-Spot,2023-05-21,Belgium Mixed National,Too Many Cooks,10,9,Mixed
G-Spot,2023-05-21,Belgian Mixed Masters,Netherlands Master Mixed,14,5,Mixed
G-Spot,2023-05-21,Antwerp Mixed,Scorillaz,9,5,Mixed
G-Spot,2023-05-21,Belgian Mixed Masters,Antwerp Mixed,15,6,Mixed
G-Spot,2023-05-21,Scorillaz,Oxford Ultimate,9,13,Mixed
G-Spot,2023-05-21,Netherlands Master Mixed,Scorillaz,8,9,Mixed
G-Spot,2023-05-21,Antwerp Mixed,Oxford Ultimate,10,11,Mixed
G-Spot,2023-05-21,Netherlands Master Mixed,Oxford Ultimate,12,5,Mixed
G-Spot,2023-05-21,Belgian Mixed Masters,Scorillaz,15,4,Mixed
G-Spot,2023-05-21,Belgian Mixed Masters,Oxford Ultimate,14,4,Mixed
G-Spot,2023-05-21,Netherlands Master Mixed,Antwerp Mixed,12,6,Mixed
G-Spot,2023-05-21,Jetset Simba's,Oxford Ultimate,14,5,Mixed
G-Spot,2023-05-21,Mainzelrenner,Spinners,8,9,Mixed
G-Spot,2023-05-21,Too Many Cooks,Free Spirits,8,6,Mixed
G-Spot,2023-05-21,Netherlands Master Mixed,ZomBees,8,12,Mixed
G-Spot,2023-05-21,Belgium U20 Mixed,Scorillaz,7,10,Mixed
G-Spot,2023-05-21,Seitensprung,Citadel Ultimate Frisbee,13,4,Mixed
G-Spot,2023-05-21,U24 Germany Mixed,Friss die Frisbee,9,5,Mixed
G-Spot,2023-05-21,Antwerp Mixed,W.underteam,5,10,Mixed
G-Spot,2023-05-21,Bremen Ultimate,Spinners,11,8,Mixed
G-Spot,2023-05-21,Force Elektro MXD,Jetset Simba's,10,11,Mixed
G-Spot,2023-05-21,Belgium Mixed National,ZomBees,11,8,Mixed
G-Spot,2023-05-21,Belgian Mixed Masters,Too Many Cooks,13,8,Mixed
G-Spot,2023-05-21,Netherlands Master Mixed,Seitensprung,6,11,Mixed
G-Spot,2023-05-21,Free Spirits,Scorillaz,8,5,Mixed
G-Spot,2023-05-21,Oxford Ultimate,U24 Germany Mixed,7,10,Mixed
G-Spot,2023-05-21,Mainzelrenner,W.underteam,13,7,Mixed
G-Spot,2023-05-21,Friss die Frisbee,Belgium U20 Mixed,6,10,Mixed
G-Spot,2023-05-21,Antwerp Mixed,Citadel Ultimate Frisbee,13,3,Mixed
G-Spot,2023-05-21,Fly High,AUC Mxxxd,8,6,Mixed
G-Spot,2023-05-21,Bremen Ultimate,Belgian Mixed Masters,5,13,Mixed
G-Spot,2023-05-21,Jetset Simba's,Belgium Mixed National,10,11,Mixed
G-Spot,2023-05-21,Too Many Cooks,Spinners,6,12,Mixed
G-Spot,2023-05-21,ZomBees,Force Elektro MXD,7,11,Mixed
G-Spot,2023-05-21,Seitensprung,Mainzelrenner,6,9,Mixed
G-Spot,2023-05-21,Free Spirits,U24 Germany Mixed,6,9,Mixed
G-Spot,2023-05-21,W.underteam,Netherlands Master Mixed,7,10,Mixed
G-Spot,2023-05-21,Oxford Ultimate,Scorillaz,10,9,Mixed
G-Spot,2023-05-21,Belgium U20 Mixed,Antwerp Mixed,8,9,Mixed
G-Spot,2023-05-21,Friss die Frisbee,Fly High,12,8,Mixed
G-Spot,2023-05-21,Citadel Ultimate Frisbee,AUC Mxxxd,7,6,Mixed
G-Spot,2023-05-21,Belgian Mixed Masters,Belgium Mixed National,9,7,Mixed
G-Spot,2023-05-21,Jetset Simba's,Bremen Ultimate,6,11,Mixed
G-Spot,2023-05-21,Spinners,Force Elektro MXD,10,8,Mixed
G-Spot,2023-05-21,ZomBees,Too Many Cooks,8,12,Mixed
G-Spot,2023-05-21,Mainzelrenner,U24 Germany Mixed,10,9,Mixed
G-Spot,2023-05-21,Free Spirits,Seitensprung,9,8,Mixed
G-Spot,2023-05-21,Netherlands Master Mixed,Oxford Ultimate,10,7,Mixed
G-Spot,2023-05-21,Scorillaz,W.underteam,9,4,Mixed
G-Spot,2023-05-21,Antwerp Mixed,Friss die Frisbee,11,9,Mixed
G-Spot,2023-05-21,Citadel Ultimate Frisbee,Belgium U20 Mixed,6,8,Mixed
G-Spot,2023-05-21,Fly High,AUC Mxxxd,9,7,Mixed
DFV-Pokal Mixed,2023-05-29,FRuBB,Nullacht! Ultimate,12,13,Mixed
DFV-Pokal Mixed,2023-05-29,Hucks Ultimate Club Berlin,Zamperl,7,13,Mixed
DFV-Pokal Mixed,2023-05-29,Bonnsai,FRuBB,8,13,Mixed
DFV-Pokal Mixed,2023-05-29,Nullacht! Ultimate,Hucks Ultimate Club Berlin,13,12,Mixed
DFV-Pokal Mixed,2023-05-29,Hucks Ultimate Club Berlin,FRuBB,4,13,Mixed
DFV-Pokal Mixed,2023-05-29,Zamperl,Bonnsai,13,4,Mixed
DFV-Pokal Mixed,2023-05-29,Zamperl,Nullacht! Ultimate,13,11,Mixed
DFV-Pokal Mixed,2023-05-29,Bonnsai,Hucks Ultimate Club Berlin,3,13,Mixed
DFV-Pokal Mixed,2023-05-29,FRuBB,Zamperl,11,13,Mixed
DFV-Pokal Mixed,2023-05-29,Nullacht! Ultimate,Bonnsai,13,3,Mixed
DFV-Pokal Mixed,2023-05-29,Deine Mudder Bremen,Colorado,13,8,Mixed
DFV-Pokal Mixed,2023-05-29,Maultaschen,Tiefseetaucher,7,13,Mixed
DFV-Pokal Mixed,2023-05-29,TV Bad Rappenau,Deine Mudder Bremen,9,13,Mixed
DFV-Pokal Mixed,2023-05-29,Colorado,Maultaschen,13,6,Mixed
DFV-Pokal Mixed,2023-05-29,Maultaschen,Deine Mudder Bremen,7,13,Mixed
DFV-Pokal Mixed,2023-05-29,Tiefseetaucher,TV Bad Rappenau,13,8,Mixed
DFV-Pokal Mixed,2023-05-29,Tiefseetaucher,Colorado,13,6,Mixed
DFV-Pokal Mixed,2023-05-29,TV Bad Rappenau,Maultaschen,9,13,Mixed
DFV-Pokal Mixed,2023-05-29,Deine Mudder Bremen,Tiefseetaucher,7,13,Mixed
DFV-Pokal Mixed,2023-05-29,Colorado,TV Bad Rappenau,13,8,Mixed
DFV-Pokal Mixed,2023-05-29,Zamperl,Deine Mudder Bremen,15,10,Mixed
DFV-Pokal Mixed,2023-05-29,Tiefseetaucher,Nullacht! Ultimate,15,9,Mixed
DFV-Pokal Mixed,2023-05-29,Deine Mudder Bremen,Nullacht! Ultimate,10,15,Mixed
DFV-Pokal Mixed,2023-05-29,Zamperl,Tiefseetaucher,15,10,Mixed
DFV-Pokal Mixed,2023-05-29,FRuBB,Maultaschen,15,11,Mixed
DFV-Pokal Mixed,2023-05-29,Colorado,Hucks Ultimate Club Berlin,15,14,Mixed
DFV-Pokal Mixed,2023-05-29,FRuBB,Colorado,15,11,Mixed
DFV-Pokal Mixed,2023-05-29,Maultaschen,Hucks Ultimate Club Berlin,10,15,Mixed
DFV-Pokal Mixed,2023-05-29,Bonnsai,TV Bad Rappenau,8,14,Mixed
EUCR Gent,2023-08-07,Lillipuc,Seagulls,9,12,Women
EUCR Gent,2023-08-07,Wuf.,Jetset LUV,12,14,Women
EUCR Gent,2023-08-07,Seagulls,Jetset LUV,11,14,Women
