Tournament,Date,Team_1,Team_2,Score_1,Score_2,Division
Windmill,2023-06-16,SMOG 1,Force Elektro MXD,15,6,Mixed
Windmill,2023-06-16,Farmer Brown's Greenhouse (FBG),HORANGI,14,8,Mixed
Windmill,2023-06-16,Czech Republic Mixed,Pampered cats,10,11,Mixed
Windmill,2023-06-16,Swedish Royals,LoL Mixed Ultimate Team,15,3,Mixed
Windmill,2023-06-16,Lithuania Mixed,Norway Mixed,15,6,Mixed
Windmill,2023-06-16,Poland Mixed,Steamhuck,15,4,Mixed
Windmill,2023-06-16,Belgium Mixed,DTU,15,5,Mixed
Windmill,2023-06-16,Switzerland Mixed,Kingdom of Raptors,15,8,Mixed
Windmill,2023-06-16,Mooncatchers,Alba,15,8,Open
Windmill,2023-06-16,Clapham Ultimate,Chilly Ultimate,15,3,Open
Windmill,2023-06-16,Condors,Smash'D,15,6,Open
Windmill,2023-06-16,Czech Republic Open,bHOENIX,15,4,Open
Windmill,2023-06-16,France Open,Panthers Wroclaw,15,9,Open
Windmill,2023-06-16,Heidees Open,Devon Ultimate,15,12,Open
Windmill,2023-06-16,Gentle Open,Hardfisch,15,9,Open
Windmill,2023-06-16,Austria Open,Amsterdam Ultimate Club Open,15,6,Open
Windmill,2023-06-16,Switzerland Open,TUGA (Portugal Open),15,4,Open
Windmill,2023-06-16,Ireland Open,Top of Nord Italy,15,8,Open
Windmill,2023-06-16,Germany Women,Ireland Women,15,4,Women
Windmill,2023-06-16,France Women,Bristol Women,13,7,Women
Windmill,2023-06-16,Czech Republic Women,Spain Women,15,10,Women
Windmill,2023-06-16,Belgium Women,Spice Ultimate,14,9,Women
Windmill,2023-06-16,Mermaid lumberjacks,Iceni,12,12,Women
Windmill,2023-06-16,Seagulls Hamburg,3sb,14,12,Women
Windmill,2023-06-16,Switzerland Women,JinX,15,5,Women
Windmill,2023-06-16,Austria Women,SYC,13,11,Women
Windmill,2023-06-16,Poland Women,Frizzly Bears Women,15,5,Women
Windmill,2023-06-16,La SÃ©ptima,Electroclit,15,11,Women
Windmill,2023-06-16,Great Britain Mixed,Swedish Royals,15,9,Mixed
Windmill,2023-06-16,Germany Mixed,Poland Mixed,15,6,Mixed
Windmill,2023-06-16,Belgium Mixed,Lithuania Mixed,5,15,Mixed
Windmill,2023-06-16,France Mixed,SMOG 1,15,5,Mixed
Windmill,2023-06-16,EuroTrash,New Age Mix,11,8,Mixed
Windmill,2023-06-16,Switzerland Mixed,Farmer Brown's Greenhouse (FBG),10,13,Mixed
Windmill,2023-06-16,Ireland Mixed,Chang Chi and the Legend of 20ish Rings,14,9,Mixed
Windmill,2023-06-16,NOISE Ultimate,Italy Mixed,11,13,Mixed
Windmill,2023-06-16,Deep Space,Grut,5,14,Mixed
Windmill,2023-06-16,Ellipsis,Pampered cats,15,7,Mixed
Windmill,2023-06-16,Czech Republic Mixed,PUC,10,11,Mixed
Windmill,2023-06-16,Estonia Mixed,Frizstyle FBF,15,7,Mixed
Windmill,2023-06-16,FRuBB,Denmark Mixed,12,12,Mixed
Windmill,2023-06-16,Disconnection,Kingdom of Raptors,15,4,Mixed
Windmill,2023-06-16,Too many cooks,HORANGI,12,11,Mixed
Windmill,2023-06-16,Disckatus Ultimate Madrid,Rainbow Brigade,12,10,Mixed
Windmill,2023-06-16,Austria Mixed,DTU,15,0,Mixed
Windmill,2023-06-16,Force Elektro MXD,Norway Mixed,9,5,Mixed
Windmill,2023-06-16,Steamhuck,LoL Mixed Ultimate Team,11,12,Mixed
Windmill,2023-06-16,Fusion Falcons Ultimate Club,Finland Mixed,10,13,Mixed
Windmill,2023-06-16,Clapham Ultimate,Switzerland Open,15,11,Open
Windmill,2023-06-16,Czech Republic Open,Austria Open,11,12,Open
Windmill,2023-06-16,Condors,Mooncatchers,12,15,Open
Windmill,2023-06-16,Ireland Open,Gentle Open,12,11,Open
Windmill,2023-06-16,France Open,Heidees Open,15,8,Open
Windmill,2023-06-16,Devon Ultimate,Panthers Wroclaw,7,15,Open
Windmill,2023-06-16,Hardfisch,Alba,14,11,Open
Windmill,2023-06-16,Top of Nord Italy,Amsterdam Ultimate Club Open,8,15,Open
Windmill,2023-06-16,Smash'D,TUGA (Portugal Open),15,7,Open
Windmill,2023-06-16,bHOENIX,Chilly Ultimate,13,6,Open
Windmill,2023-06-16,Germany Women,Switzerland Women,15,7,Women
Windmill,2023-06-16,Poland Women,France Women,5,14,Women
Windmill,2023-06-16,La SÃ©ptima,Austria Women,5,13,Women
Windmill,2023-06-16,Czech Republic Women,Belgium Women,15,11,Women
Windmill,2023-06-16,Seagulls Hamburg,Iceni,13,12,Women
Windmill,2023-06-16,Mermaid lumberjacks,SYC,15,3,Women
Windmill,2023-06-16,3sb,Electroclit,10,15,Women
Windmill,2023-06-16,Spain Women,Spice Ultimate,8,15,Women
Windmill,2023-06-16,Bristol Women,Frizzly Bears Women,15,5,Women
Windmill,2023-06-16,JinX,Ireland Women,6,15,Women
Windmill,2023-06-16,France Mixed,Great Britain Mixed,14,10,Mixed
Windmill,2023-06-16,Ireland Mixed,Germany Mixed,9,15,Mixed
Windmill,2023-06-16,Grut,EuroTrash,12,10,Mixed
Windmill,2023-06-16,Ellipsis,Chang Chi and the Legend of 20ish Rings,11,12,Mixed
Windmill,2023-06-16,Estonia Mixed,Lithuania Mixed,11,12,Mixed
Windmill,2023-06-16,SMOG 1,Swedish Royals,10,11,Mixed
Windmill,2023-06-16,Denmark Mixed,Austria Mixed,4,14,Mixed
Windmill,2023-06-16,FRuBB,New Age Mix,11,8,Mixed
Windmill,2023-06-16,Italy Mixed,Poland Mixed,11,11,Mixed
Windmill,2023-06-16,Disckatus Ultimate Madrid,Deep Space,3,15,Mixed
Windmill,2023-06-16,NOISE Ultimate,Finland Mixed,9,11,Mixed
Windmill,2023-06-16,Rainbow Brigade,Pampered cats,7,13,Mixed
Windmill,2023-06-16,Frizstyle FBF,Farmer Brown's Greenhouse (FBG),12,14,Mixed
Windmill,2023-06-16,Disconnection,PUC,15,9,Mixed
Windmill,2023-06-16,Force Elektro MXD,Fusion Falcons Ultimate Club,13,7,Mixed
Windmill,2023-06-16,Czech Republic Mixed,Belgium Mixed,11,11,Mixed
Windmill,2023-06-16,Norway Mixed,Switzerland Mixed,2,15,Mixed
Windmill,2023-06-16,Too many cooks,Steamhuck,15,10,Mixed
Windmill,2023-06-16,HORANGI,LoL Mixed Ultimate Team,15,5,Mixed
Windmill,2023-06-16,DTU,Kingdom of Raptors,11,10,Mixed
Windmill,2023-06-16,Austria Open,France Open,14,13,Open
Windmill,2023-06-16,Czech Republic Open,Mooncatchers,8,14,Open
Windmill,2023-06-16,Ireland Open,Amsterdam Ultimate Club Open,13,10,Open
Windmill,2023-06-16,Gentle Open,Condors,7,15,Open
Windmill,2023-06-16,Clapham Ultimate,Panthers Wroclaw,15,6,Open
Windmill,2023-06-16,bHOENIX,Hardfisch,12,12,Open
Windmill,2023-06-16,Switzerland Open,Heidees Open,15,8,Open
Windmill,2023-06-16,Alba,Top of Nord Italy,13,9,Open
Windmill,2023-06-16,Devon Ultimate,Smash'D,6,15,Open
Windmill,2023-06-16,Chilly Ultimate,TUGA (Portugal Open),13,15,Open
Windmill,2023-06-16,Germany Women,France Women,13,12,Women
Windmill,2023-06-16,Mermaid lumberjacks,Czech Republic Women,14,10,Women
Windmill,2023-06-16,Iceni,Austria Women,8,13,Women
Windmill,2023-06-16,Belgium Women,Seagulls Hamburg,14,10,Women
Windmill,2023-06-16,Bristol Women,Switzerland Women,8,13,Women
Windmill,2023-06-16,Poland Women,Spice Ultimate,7,15,Women
Windmill,2023-06-16,Ireland Women,Electroclit,15,9,Women
Windmill,2023-06-16,La SÃ©ptima,SYC,9,13,Women
Windmill,2023-06-16,Spain Women,3sb,14,11,Women
Windmill,2023-06-16,Frizzly Bears Women,JinX,10,15,Women
Windmill,2023-06-17,France Mixed,Germany Mixed,10,14,Mixed
Windmill,2023-06-17,Great Britain Mixed,Grut,14,10,Mixed
Windmill,2023-06-17,Austria Mixed,Ireland Mixed,7,15,Mixed
Windmill,2023-06-17,Swedish Royals,Estonia Mixed,13,11,Mixed
Windmill,2023-06-17,EuroTrash,Ellipsis,8,15,Mixed
Windmill,2023-06-17,SMOG 1,Lithuania Mixed,11,13,Mixed
Windmill,2023-06-17,FRuBB,Farmer Brown's Greenhouse (FBG),8,14,Mixed
Windmill,2023-06-17,Deep Space,New Age Mix,14,10,Mixed
Windmill,2023-06-17,Chang Chi and the Legend of 20ish Rings,Poland Mixed,12,11,Mixed
Windmill,2023-06-17,Switzerland Mixed,Denmark Mixed,9,12,Mixed
Windmill,2023-06-17,Italy Mixed,Disconnection,15,6,Mixed
Windmill,2023-06-17,Finland Mixed,HORANGI,12,8,Mixed
Windmill,2023-06-17,Frizstyle FBF,Too many cooks,12,10,Mixed
Windmill,2023-06-17,Force Elektro MXD,Pampered cats,8,12,Mixed
Windmill,2023-06-17,NOISE Ultimate,Belgium Mixed,13,11,Mixed
Windmill,2023-06-17,Czech Republic Mixed,Fusion Falcons Ultimate Club,13,8,Mixed
Windmill,2023-06-17,PUC,Disckatus Ultimate Madrid,13,11,Mixed
Windmill,2023-06-17,Rainbow Brigade,Norway Mixed,11,12,Mixed
Windmill,2023-06-17,LoL Mixed Ultimate Team,DTU,12,4,Mixed
Windmill,2023-06-17,Kingdom of Raptors,Steamhuck,10,12,Mixed
Windmill,2023-06-16,Mooncatchers,Austria Open,15,10,Open
Windmill,2023-06-16,Condors,Czech Republic Open,12,11,Open
Windmill,2023-06-16,Switzerland Open,Ireland Open,11,12,Open
Windmill,2023-06-16,Clapham Ultimate,France Open,15,7,Open
Windmill,2023-06-16,Gentle Open,Smash'D,15,9,Open
Windmill,2023-06-16,Amsterdam Ultimate Club Open,Alba,9,15,Open
Windmill,2023-06-16,Hardfisch,Panthers Wroclaw,15,10,Open
Windmill,2023-06-16,bHOENIX,Heidees Open,12,15,Open
Windmill,2023-06-16,Top of Nord Italy,TUGA (Portugal Open),15,6,Open
Windmill,2023-06-16,Chilly Ultimate,Devon Ultimate,11,11,Open
Windmill,2023-06-16,Germany Women,Mermaid lumberjacks,15,7,Women
Windmill,2023-06-16,France Women,Czech Republic Women,10,12,Women
Windmill,2023-06-16,Austria Women,Belgium Women,11,13,Women
Windmill,2023-06-16,Spice Ultimate,Switzerland Women,11,14,Women
Windmill,2023-06-16,Iceni,Ireland Women,11,11,Women
Windmill,2023-06-16,SYC,Seagulls Hamburg,9,12,Women
Windmill,2023-06-16,Bristol Women,Spain Women,15,6,Women
Windmill,2023-06-16,La SÃ©ptima,Poland Women,12,10,Women
Windmill,2023-06-16,Electroclit,JinX,15,11,Women
Windmill,2023-06-16,3sb,Frizzly Bears Women,12,7,Women
Windmill,2023-06-17,France Mixed,Ireland Mixed,12,11,Mixed
Windmill,2023-06-17,Germany Mixed,Great Britain Mixed,11,14,Mixed
Windmill,2023-06-17,Grut,Ellipsis,13,14,Mixed
Windmill,2023-06-17,Swedish Royals,Lithuania Mixed,14,13,Mixed
Windmill,2023-06-17,Estonia Mixed,Austria Mixed,3,10,Mixed
Windmill,2023-06-17,SMOG 1,Farmer Brown's Greenhouse (FBG),8,15,Mixed
Windmill,2023-06-17,Chang Chi and the Legend of 20ish Rings,Italy Mixed,10,12,Mixed
Windmill,2023-06-17,Poland Mixed,Deep Space,13,6,Mixed
Windmill,2023-06-17,EuroTrash,Switzerland Mixed,13,12,Mixed
Windmill,2023-06-17,FRuBB,Frizstyle FBF,8,15,Mixed
Windmill,2023-06-17,Denmark Mixed,New Age Mix,12,12,Mixed
Windmill,2023-06-17,Finland Mixed,Pampered cats,15,9,Mixed
Windmill,2023-06-17,NOISE Ultimate,HORANGI,14,11,Mixed
Windmill,2023-06-17,Too many cooks,Disconnection,7,15,Mixed
Windmill,2023-06-17,Czech Republic Mixed,Force Elektro MXD,13,4,Mixed
Windmill,2023-06-17,Belgium Mixed,PUC,13,10,Mixed
Windmill,2023-06-17,Fusion Falcons Ultimate Club,Disckatus Ultimate Madrid,7,13,Mixed
Windmill,2023-06-17,Rainbow Brigade,LoL Mixed Ultimate Team,11,9,Mixed
Windmill,2023-06-17,Norway Mixed,Kingdom of Raptors,11,13,Mixed
Windmill,2023-06-17,Steamhuck,DTU,15,7,Mixed
Windmill,2023-06-17,Mooncatchers,Clapham Ultimate,14,15,Open
Windmill,2023-06-17,Condors,Austria Open,12,14,Open
Windmill,2023-06-17,Czech Republic Open,Gentle Open,14,10,Open
Windmill,2023-06-17,Ireland Open,France Open,5,15,Open
Windmill,2023-06-17,Switzerland Open,Alba,14,13,Open
Windmill,2023-06-17,Hardfisch,Amsterdam Ultimate Club Open,15,9,Open
Windmill,2023-06-17,Smash'D,Panthers Wroclaw,10,13,Open
Windmill,2023-06-17,bHOENIX,Top of Nord Italy,9,12,Open
Windmill,2023-06-17,Heidees Open,Chilly Ultimate,12,11,Open
Windmill,2023-06-17,Devon Ultimate,TUGA (Portugal Open),15,8,Open
Windmill,2023-06-17,Germany Women,Czech Republic Women,12,9,Women
Windmill,2023-06-17,France Women,Mermaid lumberjacks,12,8,Women
Windmill,2023-06-17,Switzerland Women,Belgium Women,10,10,Women
Windmill,2023-06-17,Austria Women,Ireland Women,12,12,Women
Windmill,2023-06-17,Spice Ultimate,Iceni,13,8,Women
Windmill,2023-06-17,Bristol Women,Seagulls Hamburg,9,9,Women
Windmill,2023-06-17,SYC,Poland Women,11,9,Women
Windmill,2023-06-17,La SÃ©ptima,Spain Women,10,9,Women
Windmill,2023-06-17,Electroclit,Frizzly Bears Women,14,10,Women
Windmill,2023-06-17,3sb,JinX,15,10,Women
Windmill,2023-06-17,France Mixed,Italy Mixed,10,12,Mixed
Windmill,2023-06-17,Germany Mixed,Austria Mixed,15,5,Mixed
Windmill,2023-06-17,Great Britain Mixed,Ellipsis,14,8,Mixed
Windmill,2023-06-17,Ireland Mixed,Grut,7,13,Mixed
Windmill,2023-06-17,Farmer Brown's Greenhouse (FBG),Swedish Royals,9,9,Mixed
Windmill,2023-06-17,Poland Mixed,Lithuania Mixed,13,10,Mixed
Windmill,2023-06-17,Deep Space,EuroTrash,12,10,Mixed
Windmill,2023-06-17,Chang Chi and the Legend of 20ish Rings,Estonia Mixed,11,14,Mixed
Windmill,2023-06-17,SMOG 1,Frizstyle FBF,10,10,Mixed
Windmill,2023-06-17,Finland Mixed,Switzerland Mixed,8,9,Mixed
Windmill,2023-06-17,NOISE Ultimate,FRuBB,15,6,Mixed
Windmill,2023-06-17,Denmark Mixed,Disconnection,11,10,Mixed
Windmill,2023-06-17,New Age Mix,Czech Republic Mixed,9,13,Mixed
Windmill,2023-06-17,HORANGI,Belgium Mixed,10,14,Mixed
Windmill,2023-06-17,Pampered cats,PUC,10,11,Mixed
Windmill,2023-06-17,Too many cooks,Disckatus Ultimate Madrid,13,12,Mixed
Windmill,2023-06-17,Force Elektro MXD,Steamhuck,11,9,Mixed
Windmill,2023-06-17,Fusion Falcons Ultimate Club,Rainbow Brigade,9,11,Mixed
Windmill,2023-06-17,LoL Mixed Ultimate Team,Kingdom of Raptors,9,15,Mixed
Windmill,2023-06-17,Norway Mixed,DTU,14,12,Mixed
Windmill,2023-06-17,Mooncatchers,Switzerland Open,15,8,Open
Windmill,2023-06-17,Clapham Ultimate,Gentle Open,15,9,Open
Windmill,2023-06-17,Condors,France Open,10,15,Open
Windmill,2023-06-17,Austria Open,Czech Republic Open,6,15,Open
Windmill,2023-06-17,Alba,Panthers Wroclaw,10,15,Open
Windmill,2023-06-17,Ireland Open,Hardfisch,15,9,Open
Windmill,2023-06-17,Smash'D,Amsterdam Ultimate Club Open,15,5,Open
Windmill,2023-06-17,bHOENIX,Devon Ultimate,13,14,Open
Windmill,2023-06-17,Heidees Open,TUGA (Portugal Open),15,8,Open
Windmill,2023-06-17,Top of Nord Italy,Chilly Ultimate,15,10,Open
Windmill,2023-06-17,Germany Women,Austria Women,14,8,Women
Windmill,2023-06-17,France Women,Spice Ultimate,15,9,Women
Windmill,2023-06-17,Czech Republic Women,Switzerland Women,14,10,Women
Windmill,2023-06-17,Mermaid lumberjacks,Belgium Women,12,7,Women
Windmill,2023-06-17,Ireland Women,Seagulls Hamburg,6,15,Women
Windmill,2023-06-17,Bristol Women,Iceni,9,15,Women
Windmill,2023-06-17,SYC,Electroclit,11,8,Women
Windmill,2023-06-17,Poland Women,JinX,15,8,Women
Windmill,2023-06-17,La SÃ©ptima,3sb,14,11,Women
Windmill,2023-06-17,Spain Women,Frizzly Bears Women,15,6,Women
Windmill,2023-06-17,Italy Mixed,Grut,10,15,Mixed
Windmill,2023-06-17,Germany Mixed,Great Britain Mixed,15,12,Mixed
Windmill,2023-06-17,Ireland Mixed,France Mixed,11,7,Mixed
Windmill,2023-06-17,Ellipsis,Austria Mixed,13,11,Mixed
Windmill,2023-06-17,Poland Mixed,Swedish Royals,8,15,Mixed
Windmill,2023-06-17,Farmer Brown's Greenhouse (FBG),Estonia Mixed,8,13,Mixed
Windmill,2023-06-17,Lithuania Mixed,Chang Chi and the Legend of 20ish Rings,6,15,Mixed
Windmill,2023-06-17,Deep Space,Frizstyle FBF,14,10,Mixed
Windmill,2023-06-17,NOISE Ultimate,SMOG 1,15,11,Mixed
Windmill,2023-06-17,EuroTrash,Disconnection,8,15,Mixed
Windmill,2023-06-17,Finland Mixed,Denmark Mixed,11,9,Mixed
Windmill,2023-06-17,Switzerland Mixed,Czech Republic Mixed,12,15,Mixed
Windmill,2023-06-17,Belgium Mixed,New Age Mix,15,11,Mixed
Windmill,2023-06-17,FRuBB,PUC,10,15,Mixed
Windmill,2023-06-17,Pampered cats,Too many cooks,10,13,Mixed
Windmill,2023-06-17,HORANGI,Disckatus Ultimate Madrid,15,8,Mixed
Windmill,2023-06-17,Force Elektro MXD,Kingdom of Raptors,10,9,Mixed
Windmill,2023-06-17,Fusion Falcons Ultimate Club,Steamhuck,8,10,Mixed
Windmill,2023-06-17,Rainbow Brigade,DTU,12,10,Mixed
Windmill,2023-06-17,LoL Mixed Ultimate Team,Norway Mixed,10,15,Mixed
Windmill,2023-06-17,Mooncatchers,Czech Republic Open,15,10,Open
Windmill,2023-06-17,Clapham Ultimate,France Open,8,14,Open
Windmill,2023-06-17,Austria Open,Switzerland Open,14,12,Open
Windmill,2023-06-17,Condors,Gentle Open,15,8,Open
Windmill,2023-06-17,Ireland Open,Panthers Wroclaw,13,15,Open
Windmill,2023-06-17,Smash'D,Hardfisch,13,9,Open
Windmill,2023-06-17,Alba,Heidees Open,15,9,Open
Windmill,2023-06-17,Amsterdam Ultimate Club Open,Chilly Ultimate,12,12,Open
Windmill,2023-06-17,Top of Nord Italy,Devon Ultimate,11,13,Open
Windmill,2023-06-17,bHOENIX,TUGA (Portugal Open),11,10,Open
Windmill,2023-06-17,Germany Women,Mermaid lumberjacks,14,10,Women
Windmill,2023-06-17,France Women,Czech Republic Women,15,13,Women
Windmill,2023-06-17,Belgium Women,Austria Women,14,13,Women
Windmill,2023-06-17,Switzerland Women,Spice Ultimate,12,10,Women
Windmill,2023-06-17,Seagulls Hamburg,Electroclit,15,4,Women
Windmill,2023-06-17,Iceni,SYC,10,10,Women
Windmill,2023-06-17,Bristol Women,Ireland Women,8,11,Women
Windmill,2023-06-17,La SÃ©ptima,Frizzly Bears Women,15,5,Women
Windmill,2023-06-17,Poland Women,3sb,11,15,Women
Windmill,2023-06-17,Spain Women,JinX,15,10,Women
Windmill,2023-06-18,Great Britain Mixed,Italy Mixed,14,12,Mixed
Windmill,2023-06-18,Ireland Mixed,Ellipsis,12,10,Mixed
Windmill,2023-06-18,Austria Mixed,France Mixed,8,14,Mixed
Windmill,2023-06-18,Swedish Royals,Chang Chi and the Legend of 20ish Rings,12,14,Mixed
Windmill,2023-06-18,Estonia Mixed,Poland Mixed,10,14,Mixed
Windmill,2023-06-18,Farmer Brown's Greenhouse (FBG),Lithuania Mixed,14,12,Mixed
Windmill,2023-06-18,Disconnection,Frizstyle FBF,15,12,Mixed
Windmill,2023-06-18,NOISE Ultimate,Deep Space,12,14,Mixed
Windmill,2023-06-18,SMOG 1,Switzerland Mixed,9,10,Mixed
Windmill,2023-06-18,Finland Mixed,Belgium Mixed,12,8,Mixed
Windmill,2023-06-18,Czech Republic Mixed,EuroTrash,15,8,Mixed
Windmill,2023-06-18,Denmark Mixed,PUC,11,7,Mixed
Windmill,2023-06-18,HORANGI,New Age Mix,9,13,Mixed
Windmill,2023-06-18,Pampered cats,Disckatus Ultimate Madrid,12,11,Mixed
Windmill,2023-06-18,Too many cooks,Rainbow Brigade,14,9,Mixed
Windmill,2023-06-18,Force Elektro MXD,LoL Mixed Ultimate Team,14,6,Mixed
Windmill,2023-06-18,Steamhuck,Norway Mixed,11,8,Mixed
Windmill,2023-06-18,Fusion Falcons Ultimate Club,DTU,13,8,Mixed
Windmill,2023-06-18,FRuBB,Kingdom of Raptors,15,13,Mixed
Windmill,2023-06-18,Clapham Ultimate,Czech Republic Open,12,13,Open
Windmill,2023-06-18,Austria Open,Condors,15,13,Open
Windmill,2023-06-18,Gentle Open,Switzerland Open,15,14,Open
Windmill,2023-06-18,Panthers Wroclaw,bHOENIX,15,13,Open
Windmill,2023-06-18,Ireland Open,Smash'D,13,12,Open
Windmill,2023-06-18,Alba,Chilly Ultimate,13,10,Open
Windmill,2023-06-18,Hardfisch,Devon Ultimate,15,6,Open
Windmill,2023-06-18,Heidees Open,Top of Nord Italy,13,12,Open
Windmill,2023-06-18,Amsterdam Ultimate Club Open,TUGA (Portugal Open),15,8,Open
Windmill,2023-06-18,Czech Republic Women,Mermaid lumberjacks,10,15,Women
Windmill,2023-06-18,Belgium Women,Switzerland Women,11,13,Women
Windmill,2023-06-18,Spice Ultimate,Austria Women,5,15,Women
Windmill,2023-06-18,Seagulls Hamburg,La SÃ©ptima,10,6,Women
Windmill,2023-06-18,Iceni,Spain Women,11,13,Women
Windmill,2023-06-18,Ireland Women,3sb,15,9,Women
Windmill,2023-06-18,Bristol Women,JinX,15,7,Women
Windmill,2023-06-18,SYC,Frizzly Bears Women,15,5,Women
Windmill,2023-06-18,Poland Women,Electroclit,15,9,Women
Windmill,2023-06-18,Grut,Germany Mixed,12,11,Mixed
Windmill,2023-06-18,Mooncatchers,France Open,15,13,Open
Windmill,2023-06-18,Germany Women,France Women,13,11,Women